ID,工单编号,行业分类1级,行业分类2级,行业分类3级,行业分类4级,诉求内容,原处置单位,处置单位,单位类别
805,20180102127061,司法行政,公证服务,无犯罪证明,无犯罪证明,市民来电反映:其9点左右携带单位介绍信和公司的公章在中山派出所开无犯罪证明，但是派出所工作人员态度恶劣，并且让市民等待较久也不让市民离开，称等领导开完会才能办理，但是开完会告知市民无法给个人开无犯罪证明。请公安部门核实处理（30分钟内联系市民响应处置！）,市公安局,公安局,3
809,20180102127191,部件,公共设施,通讯交接箱,联通公司,"市民来电反映: 其在海大海甸校区13栋学生宿舍办理（户名：毛永强）联通网络每个月扣取56元，七月份网费不够不给通网不扣费，但是八月份不用网络但是却扣费了且没有通知其，请联通公司核实处理，（请职能局按规定在30分钟内联系市民，响应处置） 
",中国联合网络通信股份有限公司海南分公司,中国联合网络通信股份有限公司,4
810,20180102134567,城管问题,扩展事件,公交车,站点,市民来电反映:其在2018年1月2日晚上8:45分在海南省政务中心等待公交车的一个小时未到站的问题 ,海口市公共交通集团有限公司,公共交通集团有限公司,4
816,20180102123364,其他,其他,其他,其他,市民来电咨询:国土局窗口电话。 ,市国土资源局,国土资源局,2
819,20180104150155,交通港口,出租车,物品遗失,其他,市民来电反映:1月4日早上9:10在西沙路富源广场楼下，9:30在恒大美丽沙下车，掉落了一部VIVO手机在出租车上，请交通局核实处理！（请交通局按规定30分钟联系市民，响应处理）,市交通运输和港航管理局,交通运输和港航管理局,1
820,20180102127194,“12345”热线,12345热线,信息咨询,信息咨询,市民来电咨询：海口社保局地址的问题。,市社会保险事业局,社会保险事业局,1
825,20180103140136,人力保障,工伤,劳动能力鉴定,劳动能力鉴定,"市民微信反映: 其是龙华区政府维稳办610值班室的一名工作人员，一名退伍军人，99年年底退伍，2000年8月份按照退伍兵安置政策分配工作,先后在区城管，区联防大队，区维稳办610值班室各岗位工作至今。2000年的政府安置文件上规定，我们这一批退伍兵共17个人必须同区里事业编职工，享受同工同酬，同等福利同等待遇，如今17名退伍兵分流在区政府的各个工作岗位。我们从2000年至2007整整七年当中，龙华区政府并没有给予安置文件上规定的应该得到的同区事业编职工的同等待遇在2007年的下半年整整三个月时间，我们拿着2000年当时政府对退伍兵安置办法的红头文件到龙华区政府找有关部门领导，上访诉求。龙华区政府终于在2007年9月30号召开常务会议，会议纪要内容第八条：审议区政法委《关于解决区联防大队，流管中心在职不在编人员待遇问题的请示》同意给予区治安联防大队及流动人口管理中心，现有在职不在编19名人员中的17名指令性安置退伍士兵，按照事业单位在职在编人员的工资标准，实行工资套改，待遇按照国家有关事业单位福利待遇和现有有关规定进行发放。其他2名，一名正式职工，依照以上退役士兵的处理意见办理，一名落选居委会干部，暂按现行待遇执行。 我现在诉求的问题是： 第一点：龙华区政府，这十几年来解决了很多退伍安置士兵的编制问题，这些年来，我们一直在政法政基层努力工作，可我们的编制问题没有得到解决！ 第二点：龙华区政府事业编职工今年刚刚发放的精神文明奖，住房物业费丶通信费！我们没有享受到这个福利，区人劳局没有按照第五届九次[2007]8号文件常务会议的纪要要求来执行应尽的义务。让我们没有得到应该享受到的福利待遇，我们多次到龙华区人劳局去交涉诉求。人劳局长这样答复：这是十年前的文件，现在不算数，事业编职工才能享受这个福利。 难道历届政府领导的常务会议决议精神，白纸黑字，入存档案的，就可以不算数吗，这样的话，政府还有公信力吗，政府说话还有权威吗？政府就不需要讲契约精神吗？历届政府领导的会议决议是讲空话吗？新政府领导就可以不用执行吗？ 区人劳局不执行历届政府领导的决议规定，这种做法是违反国家相关规定的。 我们要求：区人劳局必须按照龙华区人民政府常务会议第五届九次[2007]8号文件会议纪要精神的规定，贯彻落实执行，让我们得到应该得到的福利待遇。（市民要求原文反映）请龙华区政府核实处理（请职能局按规定在30分钟内联系市民，响应处置） ",龙华区财政局,财政局,0
828,20180101117173,其他,其他,其他,其他,"交警来电反馈: 工单号20180101116874《关于琼山区凤翔东路滨江广场18碗旁边有一辆机动车琼A506S8堵路的问题》处理情况
工单内容：
市民来电反映: 琼山区凤翔东路滨江广场18碗旁边有一辆机动车琼A506S8堵路，需要通知车主移车，请交警部门核实处理！（30分钟办件）",市公安局交通警察支队,公安局交通警察支队,3
830,20180101119089,其他,其他,其他,其他,市民来电反映: 要求转接6751话务代表,市公安局交通警察支队,公安局交通警察支队,3
831,20180102127060,公安（治安、交通）,交通管理,过户上牌,车辆过户上牌,市民来电咨询：二手车过户手续的问题。,市公安局交通警察支队,公安局交通警察支队,3
834,20180102131398,公安（治安、交通）,其他,其他,其他,"海垦派出所来电咨询:工单号20180102130887《关于龙华区滨涯路佳心旺超市门口有人玩老虎机赌博的问题》工单处理结果。
工单内容：
市民来电反映: 龙华区滨涯路佳心旺超市门口有人玩老虎机赌博，请公安局核实处理！（请职能局按规定在30分钟内联系市民，响应处置） ",市公安局,公安局,3
835,20180103140410,交通港口,驾驶培训,合同履行,其他,"市民来电补充:政府工单号20180103140110《关于金贸派出所隔壁鑫国茂驾校未同意退费的问题》 工单内容。
工单内容：
市民来电反映: 2017年10月份其哥哥在金贸派出所隔壁鑫国茂驾校报名驾校培训，由于其不清楚哥哥有色盲，报名后五六次未通过体检考试要求驾校退钱，但驾校不肯退钱扣三百块，其没有学习现在发通知2018年抓紧学习考试，但是其哥哥学不会并也愿意给驾校扣一千元，但现在驾校只是同意退三千元，其认为不合理，请交通局核实处理（请职能局按规定在30分钟内联系市民，响应处置）
市民来电补充：其是2017年10月13日将报名费用一次性通过微信转账。所有过程都有微信对话记录。请交通局核实处理，谢谢！（请交通局按规定在30分钟内联系市民，响应处置）",市交通运输和港航管理局,交通运输和港航管理局,1
838,20180102123993,司法行政,其他,其他,其他,"市民来电反映（其自称是记者）: 龙华区滨涯路光华大院小区附近工地（楠滨华庭3期南区）昨天施工时建筑材料从高空坠下砸到该小区的电动车棚（无人员伤亡），请住建局核实处理！谢谢！（请职能局按规定在30分钟内联系市民，响应处置）
",市住房和城乡建设局,住房和城乡建设局,1
839,20180102124349,公安（治安、交通）,交通管理,交通设施,交警指挥,市民来电反映: 其是琼山区五公祠对面建设银行的保安，其表示被一辆机动车（车牌号：琼AYH605）挡住了建设银行的大门，通知车主移车，请交警部门核实处理！（30分钟办件）（请职能局按规定在30分钟内核实处理，响应处置）,市公安局交通警察支队,公安局交通警察支队,3
840,20180101118243,其他,其他,其他,其他,市民来电反映: 期于2018年1月1日其在西海岸远大购物中心6楼党小旗餐饮店消费，该店的宣传单页与实际的菜品不符合，咨询店家拒绝承认存在菜单虚假宣传该情况，请工商部门核实处理。,海口工商局,工商局,0
842,20180102123828,“12345”热线,其他,其他,其他,"人社局来电咨询: 政府工单号20180101121674《关于补充《关于龙华区丘海大道金盛达建材市场拖欠误工费的问题》工单的问题》工单情况。
工单内容：
市民来电补充：工单编号20180101121622《关于龙华区丘海大道金盛达建材市场拖欠误工费的问题》
工单内容
市民来电反映: 其在龙华区丘海大道金盛达建材市场（负责人：13976099017许）工作，于12月17日雇其到澄迈金江干活，但是发生事故造成工伤，但是现在老板迟迟不赔付其误工费。请龙华区政府核实处理！（请职能局按规定在30分钟内联系市民，响应处置）",市人力资源和社会保障局,人力资源和社会保障局,1
